fighter_id,fighter_name,fighter_dob,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_wins,fighter_losses,fighter_draws,fighter_slpm,fighter_str_acc_%,fighter_sapm,fighter_str_def_%,fighter_td_avg,fighter_td_acc_%,fighter_td_def_%,fighter_sub_avg,fighter_url,median_knockdowns,median_sig_strike_atts,median_sig_strikes,median_tot_strike_atts,median_tot_strikes,median_takedown_atts,median_takedowns,median_clinch_atts,median_clinchs,median_ctrl_time,median_total_fight_time,median_submissions,median_reversals,median_head_strike_atts,median_head_strikes,median_body_strike_atts,median_body_strikes,median_leg_strike_atts,median_leg_strikes,median_dist_strike_atts,median_dist_strikes,median_ground_atts,median_grounds
3138,Claudio Ribeiro,1992-07-17,185.42,185.0,195.58,Orthodox,11,5,0,3.59,0.51,4.9,0.3,0.56,0.5,0.66,0.0,http://www.ufcstats.com/fighter-details/972c456ff38b2015,0.0,45.0,25.5,57.0,37.5,0.5,0.0,3.5,1.5,39.5,375.0,0.0,0.0,32.0,12.0,3.0,2.0,6.0,5.0,26.5,13.5,0.0,0.0
3139,Brendson Ribeiro,1996-09-08,190.5,205.0,205.74,Orthodox,15,7,0,3.08,0.46,3.08,0.49,2.2,0.5,0.0,0.7,http://www.ufcstats.com/fighter-details/49edd0d90f60fb7d,0.0,33.0,15.5,41.0,21.5,3.0,1.5,2.0,1.5,58.0,500.5,0.5,0.5,25.0,10.0,2.0,2.0,6.0,3.5,30.0,13.5,0.5,0.5
3140,Esteban Ribovics,1996-04-27,177.8,155.0,175.26,Orthodox,13,1,0,6.2,0.52,3.49,0.53,0.93,0.66,0.6,0.5,http://www.ufcstats.com/fighter-details/323d4ca260dfa0ba,1,129,66,162,98,1,0,2,1,31.0,900,0,0,114,52,12,11,3,3,124,61,4,4
3141,Mike Ricci,1986-03-18,182.88,155.0,193.04,Southpaw,11,5,0,1.8,0.32,1.64,0.65,0.67,1.0,0.54,0.0,http://www.ufcstats.com/fighter-details/3c921b1a30fdcbdd,0,98,25,113,55,2,2,3,3,219.0,900,0,0,73,13,19,8,10,4,84,14,11,8
3142,Alex Ricci,1982-07-21,180.34,155.0,,Orthodox,10,5,0,2.48,0.41,2.53,0.64,0.0,0.0,0.64,0.0,http://www.ufcstats.com/fighter-details/bf9bc96336922271,0.0,59.5,24.5,88.5,52.0,1.0,0.0,12.0,7.5,44.0,592.0,0.0,0.0,33.0,9.5,19.0,9.5,7.5,5.5,48.0,17.0,0.5,0.0
3143,Tabatha Ricci,1995-02-21,154.94,115.0,154.94,Orthodox,10,2,0,4.28,0.37,4.94,0.6,2.99,0.35,0.77,0.2,http://www.ufcstats.com/fighter-details/d25240135aee03e5,0,143,62,187,94,6,1,7,4,40.0,900,0,0,109,42,14,9,10,8,135,48,2,2
3144,Matt Ricehouse,1987-03-11,,155.0,,,6,1,0,3.7,0.44,4.8,0.47,1.0,0.22,0.81,0.0,http://www.ufcstats.com/fighter-details/343d57cde1a14338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3145,John Richard,1982-05-22,,205.0,,,3,5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/b3e5a460b6851080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3146,Rex Richards,,195.58,265.0,,,7,2,0,17.65,0.58,5.29,0.72,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/ad23903ef3af7406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3147,Mike Richman,1985-06-23,172.72,135.0,,,18,7,0,4.06,0.44,3.49,0.43,0.0,0.0,0.76,0.0,http://www.ufcstats.com/fighter-details/d6a740cf6e898e27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3148,Dave Rickels,1989-01-05,180.34,155.0,,,18,4,0,4.29,0.59,5.53,0.42,0.0,0.0,0.25,0.0,http://www.ufcstats.com/fighter-details/98b76850b5f1e836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3149,Haisam Rida,1993-07-25,,,,,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/d8a58e797518f011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3150,Brad Riddell,1991-09-30,170.18,155.0,180.34,Orthodox,10,4,0,4.71,0.53,3.53,0.53,1.77,0.36,0.63,0.0,http://www.ufcstats.com/fighter-details/37ed1ab2f8b819f4,0,115,59,118,62,1,1,2,2,65.0,900,0,0,72,23,16,13,6,5,114,59,1,1
3151,Matthew Riddle,1986-01-14,185.42,170.0,193.04,Southpaw,8,3,0,3.01,0.42,2.74,0.54,3.51,0.5,0.89,0.5,http://www.ufcstats.com/fighter-details/d023ae89a2a4a41e,0.0,80.5,45.5,165.5,104.0,4.0,2.0,13.0,8.5,331.5,900.0,0.0,0.0,49.0,19.5,15.0,11.5,8.5,5.5,21.5,6.0,14.5,10.5
3152,Joe Riggs,1982-09-23,182.88,185.0,177.8,Southpaw,44,17,0,2.41,0.51,1.69,0.57,2.45,0.55,0.62,0.6,http://www.ufcstats.com/fighter-details/d512d9f204059f57,0.0,12.5,7.0,13.5,7.5,1.0,1.0,2.0,1.0,80.0,185.0,0.5,0.0,8.0,3.5,1.5,1.5,0.0,0.0,6.5,2.0,4.5,2.5
3153,Jeremiah Riggs,1982-12-17,182.88,185.0,,,7,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/f1a9ad7485e5024a,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3154,Aaron Riley,1980-12-09,172.72,155.0,175.26,Southpaw,30,14,1,3.45,0.34,3.78,0.61,1.18,0.34,0.6,0.1,http://www.ufcstats.com/fighter-details/f2c8ebbeafd45f2b,0,122,46,172,70,0,0,19,16,53.0,900,0,0,96,22,15,10,5,4,81,27,4,3
3155,Jason Riley,1975-09-22,198.12,245.0,,,10,7,0,0.0,0.0,9.68,0.33,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/995af04c697d78b7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3156,Luke Riley,1999-06-30,,145.0,,,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/b1de86d835638319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3157,Moise Rimbon,1977-04-20,177.8,205.0,,Orthodox,23,11,3,0.8,0.34,1.0,0.71,1.0,0.5,0.37,0.0,http://www.ufcstats.com/fighter-details/9be3728f3f7badb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3158,Jordan Rinaldi,1987-09-25,177.8,145.0,182.88,Orthodox,14,7,0,1.56,0.35,2.32,0.59,1.45,0.35,0.2,1.2,http://www.ufcstats.com/fighter-details/c07efc18b231f170,0,40,20,102,30,3,0,1,0,0.0,900,0,0,29,5,5,2,1,1,18,9,0,0
3159,Nick Ring,1979-02-10,182.88,185.0,187.96,Southpaw,14,4,0,3.52,0.42,3.48,0.62,1.36,0.36,0.52,0.3,http://www.ufcstats.com/fighter-details/b13da0b1a3aed3e7,0.0,111.5,49.5,162.5,75.5,3.0,0.0,6.0,5.0,90.0,900.0,0.0,0.0,74.0,22.0,15.5,10.5,23.5,19.5,91.5,33.0,0.0,0.0
3160,Robbie Ring,2000-07-14,175.26,145.0,172.72,Orthodox,6,1,0,5.11,0.38,9.15,0.38,4.04,0.33,0.0,0.0,http://www.ufcstats.com/fighter-details/fa9746fa5d23c202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3161,Mike Rio,1981-07-06,177.8,155.0,177.8,Orthodox,10,5,0,1.68,0.39,2.99,0.53,2.58,0.27,0.0,1.0,http://www.ufcstats.com/fighter-details/af90b10c785ced3e,0.0,24.5,7.5,28.0,11.0,2.5,0.5,8.5,4.0,38.5,392.0,0.5,0.0,19.5,5.0,4.5,2.5,1.5,1.0,17.0,4.5,0.0,0.0
3162,Albert Rios,,172.72,145.0,,,13,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/868a78f2e810a837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3163,Rafael Rios,,,150.0,,,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/2f5754b48eab1486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3164,Maria Rios,1983-05-31,165.1,125.0,,,2,3,0,2.93,0.34,4.13,0.56,2.0,0.5,1.0,0.0,http://www.ufcstats.com/fighter-details/9ec12134b1515f12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3165,Shannon Ritch,1970-09-27,175.26,190.0,,Orthodox,56,83,0,1.0,1.0,6.0,0.5,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/1c7cce2f5c17160d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3166,Diego Rivas,1991-11-11,172.72,145.0,175.26,Orthodox,10,2,0,1.37,0.4,2.14,0.52,1.79,0.6,0.64,0.9,http://www.ufcstats.com/fighter-details/09f579be4520394a,0.0,43.0,18.5,63.5,36.0,3.5,1.5,3.5,1.5,211.5,900.0,0.5,0.5,28.0,10.0,10.5,4.5,4.5,4.0,29.0,8.0,7.5,4.0
3167,Jorge Rivera,1972-02-28,185.42,185.0,185.42,Orthodox,20,9,0,3.16,0.48,2.64,0.54,0.84,0.5,0.63,0.1,http://www.ufcstats.com/fighter-details/cb46dface0e28a2c,1,48,25,72,34,1,0,12,7,77.0,391,0,0,37,15,5,4,3,3,14,7,9,6
3168,Dante Rivera,1974-12-08,185.42,185.0,,Southpaw,16,7,0,2.27,0.53,4.0,0.25,0.0,0.0,0.16,0.0,http://www.ufcstats.com/fighter-details/288aaa8f82040e02,0,64,34,95,64,5,0,51,24,149.0,900,0,0,26,11,34,19,4,4,18,9,3,1
3169,Mario Rivera,,177.8,170.0,,,6,8,0,0.0,0.0,8.41,0.2,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/0f7210aa8d61af8d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3170,Francisco Rivera,1981-10-08,172.72,135.0,177.8,Orthodox,11,7,0,4.07,0.41,3.16,0.68,1.01,0.63,0.68,0.6,http://www.ufcstats.com/fighter-details/7ea4a9f07df33a45,0,71,24,109,36,2,0,3,2,21.0,560,0,0,45,15,7,3,5,4,59,18,2,2
3171,Jonathan Rivera,,,155.0,,,4,2,0,4.36,0.49,3.9,0.6,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/145df84ea4dfd904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3172,Jimmie Rivera,1989-06-29,162.56,135.0,172.72,Orthodox,23,5,0,4.03,0.4,3.9,0.6,0.88,0.27,0.92,0.1,http://www.ufcstats.com/fighter-details/9c907996820d2d69,0,112,48,126,63,3,0,4,3,4.0,900,0,0,79,18,16,13,17,13,109,36,0,0
3173,Irwin Rivera,1989-02-14,167.64,135.0,170.18,Southpaw,10,6,0,3.36,0.44,5.07,0.57,1.0,0.16,0.7,0.0,http://www.ufcstats.com/fighter-details/06a80a685ea98573,0,135,61,135,61,5,1,6,2,18.0,900,0,0,100,33,16,13,18,15,122,55,8,4
3174,Jerome Rivera,1995-04-22,177.8,125.0,182.88,Southpaw,10,6,0,3.21,0.33,2.6,0.51,0.0,0.0,0.4,0.0,http://www.ufcstats.com/fighter-details/c9587d81e1d33925,0.0,60.0,20.5,60.5,21.0,0.5,0.0,1.5,0.5,0.0,228.0,0.0,0.0,36.0,5.5,10.5,4.5,13.5,6.5,59.5,16.5,0.0,0.0
3175,Nicdali Rivera-Calanoc,1985-06-12,160.02,105.0,,,9,10,0,1.82,0.2,2.42,0.78,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/60917f79b7271d83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3176,Pedro Rizzo,1974-05-03,185.42,241.0,,Orthodox,20,11,0,1.93,0.34,3.02,0.5,0.26,0.28,0.78,0.0,http://www.ufcstats.com/fighter-details/b44f39a5c6596953,0.0,52.0,24.0,75.0,34.0,0.0,0.0,2.0,1.5,281.0,620.5,0.0,0.0,46.5,12.5,1.0,1.0,10.0,8.5,43.5,16.0,3.5,2.0
3177,Theo Rlayang,1994-08-10,170.18,145.0,165.1,Orthodox,5,1,0,5.93,0.48,8.4,0.4,2.0,0.4,0.0,0.0,http://www.ufcstats.com/fighter-details/8aabef76351401d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3178,Justin Robbins,1980-07-29,165.1,135.0,,,14,18,1,0.67,0.37,3.2,0.47,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/3b2485c8d5c8b580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3179,Kali Robbins,1984-07-05,160.02,115.0,160.02,Orthodox,6,3,0,3.73,0.46,9.4,0.44,2.0,0.33,0.0,0.0,http://www.ufcstats.com/fighter-details/610caee730f9b89e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3180,Karl Roberson,1990-10-04,185.42,205.0,187.96,Southpaw,9,6,0,2.57,0.51,2.42,0.57,0.72,0.4,0.42,0.5,http://www.ufcstats.com/fighter-details/37d5b176d438d2a5,0.0,19.5,7.5,26.0,16.5,1.0,0.0,0.0,0.0,28.5,310.0,0.0,0.0,12.0,4.5,4.0,2.5,2.0,2.0,18.5,7.5,0.0,0.0
3181,Andre Roberts,1965-02-24,187.96,345.0,,Orthodox,14,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/a54a35a670d8e852,0.5,17.0,9.0,17.5,9.5,0.0,0.0,5.5,2.5,,107.0,0.0,0.0,15.5,8.0,0.5,0.0,1.0,1.0,10.0,5.0,1.5,1.5
3182,David Roberts,1975-11-15,185.42,170.0,,Orthodox,5,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/775bad6d700d2302,0,3,0,3,0,0,0,0,0,,83,0,0,3,0,0,0,0,0,2,0,1,0
3183,Joey Roberts,,187.96,200.0,,,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/c058823a2595ab09,0,42,17,60,33,2,1,10,2,,601,2,1,38,14,4,3,0,0,8,0,30,15
3184,Tyrone Roberts,,175.26,185.0,,Orthodox,43,12,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/d1e6a6536ee62517,0,60,16,163,105,1,1,13,4,287.0,900,0,0,53,11,5,3,2,2,45,12,2,0
3185,Ryan Roberts,1978-07-16,167.64,155.0,,Orthodox,21,12,1,0.0,0.0,22.5,0.45,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/35dc6220b113b7ec,0,1,0,1,0,0,0,0,0,0.0,16,0,0,1,0,0,0,0,0,1,0,0,0
3186,Taylor Roberts,,180.34,170.0,,,3,12,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/c5ec23983dc2d8f4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3187,Daniel Roberts,1980-08-05,177.8,170.0,187.96,Southpaw,15,7,0,0.73,0.2,2.27,0.46,2.46,0.44,0.4,2.5,http://www.ufcstats.com/fighter-details/22edaf53ad59a967,0,13,6,63,26,1,1,1,0,56.0,900,1,0,13,3,1,1,2,2,12,3,0,0
3188,Buddy Roberts,1982-10-17,187.96,185.0,,Orthodox,12,3,0,2.17,0.34,2.08,0.7,0.0,0.0,0.76,0.7,http://www.ufcstats.com/fighter-details/b2a2da86546ddb19,0.0,73.0,25.0,99.0,50.5,0.0,0.0,4.0,3.5,4.5,692.5,0.5,0.0,61.0,18.0,8.0,5.0,4.0,2.0,68.5,21.0,0.5,0.5
3189,Danny Roberts,1987-07-14,185.42,170.0,187.96,Southpaw,18,8,0,3.18,0.39,3.73,0.5,0.24,0.09,0.57,0.2,http://www.ufcstats.com/fighter-details/a6cba6bb66c1a8c9,0.0,68.0,30.5,77.5,39.5,0.5,0.0,2.0,2.0,22.0,595.5,0.0,0.0,50.0,20.0,13.0,6.5,3.0,2.0,52.0,16.0,1.5,1.0
3190,Roosevelt Roberts,1994-02-11,187.96,155.0,185.42,Orthodox,12,5,0,3.05,0.44,3.12,0.52,1.39,0.29,0.52,0.9,http://www.ufcstats.com/fighter-details/37c5366d18ed6c05,0,49,20,71,34,3,0,2,1,108.0,506,0,0,34,10,5,4,4,3,38,15,1,0
3191,Kenny Robertson,1984-02-14,177.8,170.0,187.96,Orthodox,15,5,0,3.72,0.47,3.02,0.52,1.37,0.26,0.57,0.8,http://www.ufcstats.com/fighter-details/6e0273f9478be71e,0,70,28,119,45,3,1,5,4,192.0,900,0,0,47,15,4,3,4,4,28,10,9,4
3192,Gillian Robertson,1995-05-17,165.1,115.0,160.02,Orthodox,14,8,0,2.83,0.48,2.96,0.56,2.48,0.42,0.41,1.1,http://www.ufcstats.com/fighter-details/38c7f72747f4f712,0,50,27,74,49,2,1,1,0,169.0,553,1,0,47,21,3,2,2,1,25,9,14,12
3193,Chad Robichaux,1975-08-18,162.56,135.0,,,13,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/b2aa1e07b5b3306e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3194,Mark Robinson,,182.88,265.0,,Orthodox,1,0,0,0.0,0.0,5.8,0.13,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/4604ab1de9058474,0,1,0,2,1,0,0,22,0,185.0,207,0,0,1,0,0,0,0,0,0,0,0,0
3195,Colin Robinson,1968-11-27,193.04,243.0,,Orthodox,10,12,0,6.19,0.69,7.91,0.37,2.58,1.0,0.5,5.2,http://www.ufcstats.com/fighter-details/1a1a4d7a29041d77,0.0,26.0,18.0,39.5,31.5,0.5,0.5,11.5,8.0,67.5,174.5,1.0,0.0,20.5,13.0,5.5,5.0,0.0,0.0,1.0,0.0,16.0,10.0
3196,Alvin Robinson,1982-07-16,175.26,155.0,172.72,Southpaw,15,9,0,1.57,0.5,1.29,0.51,1.24,0.5,0.25,1.2,http://www.ufcstats.com/fighter-details/cbe79765d44bd172,0.0,23.0,12.5,60.0,46.0,2.5,1.0,1.5,1.0,99.5,533.0,0.5,1.0,21.0,10.5,0.5,0.5,1.0,0.5,8.0,3.0,14.5,9.5
3197,Damonte Robinson,1995-06-10,182.88,155.0,195.58,,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/2782235b078b72a7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3198,Vagner Rocha,1982-06-06,177.8,155.0,185.42,Orthodox,14,4,0,2.64,0.42,4.5,0.48,1.4,0.33,0.5,1.9,http://www.ufcstats.com/fighter-details/d403b1a6f278c95e,0.0,39.0,16.0,58.5,32.0,1.0,0.5,1.0,0.0,42.0,470.5,0.0,0.0,28.5,10.5,3.5,1.5,8.0,4.5,32.5,11.5,1.5,0.5
3199,Carlos Eduardo Rocha,1981-07-12,177.8,170.0,185.42,Orthodox,9,4,0,1.24,0.34,1.85,0.55,0.0,0.0,0.52,1.4,http://www.ufcstats.com/fighter-details/4f736494fc733095,0,37,17,66,32,0,0,13,1,24.0,900,1,1,21,3,5,2,6,6,23,6,0,0
3200,Pedro Rocha,,,,,,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/5921fd3f889afa3b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3201,Lucas Rocha,2000-08-12,160.02,125.0,162.56,Orthodox,17,1,0,1.51,0.53,4.15,0.33,0.0,0.0,0.66,0.0,http://www.ufcstats.com/fighter-details/e0d3d9b564f95635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3202,Keith Rockel,,182.88,185.0,,Orthodox,12,4,1,1.13,0.73,0.21,0.66,4.63,0.75,1.0,4.6,http://www.ufcstats.com/fighter-details/c75b99887c8c3f5a,0.0,4.0,3.0,33.0,30.5,1.5,0.5,0.0,0.0,94.0,291.5,1.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,1.5,0.5,2.5,2.5
3203,Luke Rockhold,1984-10-17,190.5,185.0,195.58,Southpaw,16,6,0,4.1,0.49,2.68,0.53,0.7,0.29,0.65,1.0,http://www.ufcstats.com/fighter-details/00e11b5c8b7bfeeb,0,37,17,39,19,0,0,3,1,47.0,399,0,0,24,8,11,8,4,3,32,15,1,1
3204,Kevin Roddy,,180.34,145.0,,,15,16,1,2.64,0.3,2.38,0.6,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/1abf785143f8d5ec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3205,Gregory Rodrigues,1992-02-17,190.5,185.0,190.5,Orthodox,16,5,0,5.52,0.56,4.69,0.51,2.74,0.41,1.0,0.4,http://www.ufcstats.com/fighter-details/d1c65d2cf2925ddd,0.0,94.0,44.5,116.0,53.0,1.0,0.0,2.5,4.5,66.5,574.0,0.0,0.0,85.5,30.0,9.5,8.0,3.5,3.5,80.5,27.5,0.0,0.0
3206,Kleydson Rodrigues,1995-10-22,165.1,135.0,170.18,Orthodox,8,4,0,4.58,0.57,2.29,0.53,0.6,0.22,0.53,0.6,http://www.ufcstats.com/fighter-details/102a8fdf8cbf7467,0.0,55.0,25.5,76.0,47.5,0.5,0.0,0.5,3.0,30.0,577.5,0.0,0.0,35.5,11.5,9.0,6.5,7.5,6.5,51.0,23.0,1.5,1.0
3207,Paul Rodriguez,,170.18,155.0,,Orthodox,10,9,2,0.84,1.0,1.68,0.68,0.0,0.0,0.5,0.0,http://www.ufcstats.com/fighter-details/26eddcda9d6b2ffe,0,2,2,2,2,1,0,0,0,0.0,65,0,0,0,0,0,0,2,2,2,2,0,0
3208,Ricco Rodriguez,1977-08-19,193.04,265.0,,Orthodox,53,25,0,1.85,0.51,1.15,0.61,2.3,0.39,0.4,1.0,http://www.ufcstats.com/fighter-details/50cc91ce2982785d,0,43,26,84,64,5,3,1,1,430.0,683,1,0,41,23,3,2,2,2,19,7,28,18
3209,Manuel Rodriguez,1985-04-25,175.26,170.0,,Orthodox,11,5,0,0.81,0.33,3.23,0.38,9.09,0.75,0.0,0.0,http://www.ufcstats.com/fighter-details/5a6e4d2f0c76a242,0,12,4,25,17,4,3,4,0,219.0,297,0,0,12,4,0,0,0,0,12,4,0,0
3210,Yair Rodriguez,1992-10-06,180.34,145.0,180.34,Orthodox,16,5,0,4.65,0.46,3.99,0.52,0.69,0.27,0.58,0.7,http://www.ufcstats.com/fighter-details/cbf5e6f231b55443,0,104,56,135,96,3,1,8,6,92.0,859,0,0,76,36,15,10,9,8,79,34,16,9
3211,Mike Rodriguez,1988-11-28,193.04,205.0,208.28,Southpaw,11,7,0,4.35,0.53,4.24,0.41,0.0,0.0,0.37,0.0,http://www.ufcstats.com/fighter-details/18b602842a24f7c5,0.0,44.0,28.0,63.5,42.5,0.0,0.0,5.5,4.5,14.5,676.5,0.0,0.0,27.0,9.5,11.0,8.5,10.5,8.5,22.0,14.0,1.0,0.5
3212,Marina Rodriguez,1987-04-29,167.64,115.0,165.1,Orthodox,17,4,2,4.82,0.47,3.12,0.55,0.23,0.42,0.65,0.2,http://www.ufcstats.com/fighter-details/cd2c4d30c6e13b47,0,116,49,150,80,0,0,18,11,51.0,900,0,0,110,41,17,9,6,4,89,29,6,5
3213,Daniel Rodriguez,1986-12-31,185.42,170.0,187.96,Southpaw,17,5,0,7.42,0.49,5.52,0.56,0.55,0.5,0.56,0.1,http://www.ufcstats.com/fighter-details/8a1f3b5c526cd6e6,0,132,57,169,74,1,1,2,0,11.0,900,0,0,85,36,21,14,9,9,130,55,1,0
3214,Ray Rodriguez,1987-12-10,170.18,135.0,177.8,Orthodox,16,8,0,0.9,0.27,3.89,0.4,1.42,0.5,0.44,0.0,http://www.ufcstats.com/fighter-details/90e0985df05e51bc,0.0,11.5,2.0,20.0,8.0,0.5,0.5,0.0,0.0,6.0,264.0,0.0,0.0,9.5,1.0,1.5,0.5,0.5,0.5,11.5,2.0,0.0,0.0
3215,Ronaldo Rodriguez,1999-05-07,167.64,125.0,165.1,Orthodox,17,2,0,2.0,0.41,3.56,0.47,1.2,0.5,0.63,1.8,http://www.ufcstats.com/fighter-details/f2900678e98f6d6a,0,69,31,93,50,0,0,7,5,176.0,599,1,3,55,19,9,7,5,5,43,13,19,13
3216,Drako Rodriguez,1996-06-16,172.72,135.0,175.26,Orthodox,7,3,0,3.37,0.36,4.4,0.58,2.93,0.66,0.75,0.7,http://www.ufcstats.com/fighter-details/dc3b9cf7641b7ab6,0.0,92.0,33.0,95.5,36.5,2.5,1.5,7.0,4.0,37.0,542.5,0.0,0.0,82.5,25.5,2.5,1.5,7.0,6.0,86.5,28.5,0.5,0.5
3217,Victor Rodriguez,1992-09-05,165.1,125.0,170.18,Switch,7,4,0,1.59,0.37,6.11,0.5,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/f6e5972c9d16c40e,0.0,8.0,3.0,9.5,4.5,1.5,0.0,1.0,0.0,27.0,113.0,0.0,0.0,7.0,2.5,1.0,0.5,0.0,0.0,7.5,3.0,0.0,0.0
3218,Piera Rodriguez,1992-11-11,160.02,115.0,160.02,Orthodox,9,2,0,3.64,0.47,2.84,0.58,3.11,0.41,0.66,0.0,http://www.ufcstats.com/fighter-details/e375cb5caf4717b6,0.0,84.5,45.0,113.0,64.0,3.5,2.5,12.5,10.5,273.0,730.5,0.0,0.0,66.5,29.0,14.5,12.0,6.5,5.5,65.0,28.0,7.0,6.5
3219,Christian Rodriguez,1997-12-17,170.18,145.0,180.34,Orthodox,11,2,0,3.65,0.47,2.56,0.58,1.07,0.54,0.65,1.1,http://www.ufcstats.com/fighter-details/5ec591b78349ba7e,0.0,59.5,25.5,89.0,46.0,4.0,1.5,5.0,2.5,195.5,900.0,1.0,0.0,49.0,17.5,3.0,3.0,2.5,1.0,36.5,15.5,3.5,2.5
3220,Pete Rodriguez,1996-11-13,175.26,170.0,180.34,Switch,5,2,0,9.28,0.43,12.83,0.42,0.0,0.0,1.0,0.0,http://www.ufcstats.com/fighter-details/776d4262c4da38bf,0,33,22,39,25,0,0,1,0,0.0,93,0,0,23,12,8,6,2,2,21,13,0,0
3221,Nick Roehrick,1987-07-06,187.96,205.0,,Orthodox,7,1,0,2.31,0.17,6.92,0.44,0.0,0.0,0.0,0.0,http://www.ufcstats.com/fighter-details/7195e2a932686f82,0,160,28,161,29,0,0,23,3,14.0,728,0,0,141,22,19,6,0,0,152,25,0,0
